Number,CH1,CH2,CH4
15192,23.54,23.53,23.54
15193,23.54,23.52,23.54
15194,23.54,23.53,23.54
15195,23.54,23.52,23.54
15196,23.54,23.53,23.54
15197,23.54,23.52,23.54
15198,23.54,23.53,23.54
15199,23.54,23.53,23.54
15200,23.54,23.53,23.54
15201,23.54,23.53,23.54
15202,23.54,23.53,23.54
15203,23.54,23.53,23.54
15204,23.54,23.53,23.54
15205,23.54,23.52,23.53
15206,23.54,23.52,23.54
15207,23.54,23.52,23.54
15208,23.54,23.52,23.54
15209,23.54,23.52,23.53
15210,23.54,23.53,23.54
15211,23.54,23.53,23.54
15212,23.54,23.53,23.54
15213,23.54,23.53,23.54
15214,23.54,23.52,23.54
15215,23.54,23.52,23.54
15216,23.54,23.52,23.54
15217,23.54,23.53,23.54
15218,23.54,23.53,23.54
15219,23.54,23.53,23.54
15220,23.54,23.52,23.54
15221,23.54,23.52,23.54
15222,23.54,23.53,23.54
15223,23.54,23.52,23.54
15224,23.54,23.53,23.54
15225,23.54,23.52,23.54
15226,23.54,23.53,23.54
15227,23.54,23.53,23.54
15228,23.54,23.53,23.54
15229,23.54,23.53,23.54
15230,23.54,23.53,23.54
15231,23.54,23.53,23.54
15232,23.54,23.53,23.54
15233,23.54,23.53,23.54
15234,23.54,23.53,23.53
15235,23.54,23.52,23.53
15236,23.53,23.52,23.54
15237,23.54,23.52,23.54
15238,23.53,23.52,23.54
15239,23.53,23.52,23.54
15240,23.54,23.53,23.54
15241,23.54,23.53,23.54
15242,23.54,23.52,23.54
15243,23.54,23.53,23.54
15244,23.54,23.52,23.54
15245,23.54,23.52,23.54
15246,23.54,23.52,23.54
15247,23.54,23.53,23.54
15248,23.54,23.53,23.54
15249,23.54,23.53,23.54
15250,23.55,23.53,23.54
15251,23.54,23.52,23.54
15252,23.54,23.53,23.54
15253,23.54,23.53,23.54
15254,23.54,23.53,23.54
15255,23.54,23.53,23.54
15256,23.54,23.53,23.54
15257,23.54,23.53,23.54
15258,23.54,23.53,23.54
15259,23.54,23.53,23.54
15260,23.54,23.53,23.54
15261,23.54,23.53,23.54
15262,23.54,23.53,23.54
15263,23.54,23.53,23.54
15264,23.54,23.52,23.54
15265,23.54,23.52,23.54
15266,23.53,23.52,23.53
15267,23.53,23.52,23.54
15268,23.54,23.52,23.54
15269,23.54,23.52,23.54
15270,23.54,23.53,23.54
15271,23.54,23.53,23.54
15272,23.54,23.52,23.54
15273,23.54,23.52,23.54
15274,23.54,23.53,23.54
15275,23.54,23.53,23.54
15276,23.54,23.52,23.54
15277,23.54,23.53,23.54
15278,23.54,23.53,23.54
15279,23.54,23.53,23.54
15280,23.54,23.53,23.54
15281,23.54,23.53,23.54
15282,23.54,23.53,23.54
15283,23.54,23.53,23.54
15284,23.54,23.53,23.54
15285,23.54,23.53,23.54
15286,23.55,23.53,23.54
15287,23.54,23.53,23.54
15288,23.54,23.53,23.54
15289,23.54,23.53,23.54
15290,23.54,23.53,23.54
15291,23.54,23.52,23.54
15292,23.54,23.53,23.54
15293,23.54,23.52,23.54
15294,23.54,23.52,23.53
15295,23.53,23.52,23.53
15296,23.53,23.52,23.53
15297,23.54,23.52,23.53
15298,23.54,23.52,23.53
15299,23.53,23.52,23.53
15300,23.54,23.52,23.54
15301,23.54,23.52,23.54
15302,23.54,23.52,23.54
15303,23.54,23.53,23.54
15304,23.54,23.52,23.54
15305,23.54,23.53,23.54
15306,23.54,23.52,23.54
15307,23.54,23.52,23.54
15308,23.54,23.52,23.54
15309,23.54,23.52,23.54
15310,23.54,23.53,23.54
15311,23.54,23.53,23.54
15312,23.54,23.53,23.54
15313,23.54,23.53,23.54
15314,23.54,23.53,23.54
15315,23.54,23.53,23.54
15316,23.54,23.52,23.54
15317,23.54,23.53,23.54
15318,23.54,23.53,23.54
15319,23.54,23.53,23.54
15320,23.54,23.53,23.54
15321,23.54,23.53,23.54
15322,23.54,23.53,23.54
15323,23.54,23.52,23.54
15324,23.53,23.52,23.54
15325,23.53,23.52,23.54
15326,23.53,23.52,23.53
15327,23.53,23.52,23.53
15328,23.54,23.52,23.53
15329,23.53,23.52,23.54
15330,23.54,23.52,23.54
15331,23.54,23.52,23.54
15332,23.54,23.52,23.54
15333,23.54,23.53,23.54
15334,23.54,23.52,23.54
15335,23.54,23.53,23.54
15336,23.54,23.53,23.54
15337,23.54,23.53,23.54
15338,23.54,23.52,23.54
15339,23.54,23.53,23.54
15340,23.54,23.53,23.54
15341,23.54,23.53,23.54
15342,23.55,23.53,23.54
15343,23.54,23.53,23.54
15344,23.55,23.53,23.54
15345,23.54,23.53,23.54
15346,23.55,23.53,23.54
15347,23.54,23.53,23.54
15348,23.54,23.52,23.54
15349,23.54,23.53,23.54
15350,23.54,23.53,23.54
15351,23.54,23.53,23.54
15352,23.54,23.53,23.54
15353,23.54,23.53,23.54
15354,23.54,23.52,23.53
15355,23.54,23.52,23.54
15356,23.54,23.52,23.54
15357,23.54,23.52,23.54
15358,23.54,23.52,23.54
15359,23.54,23.52,23.54
15360,23.54,23.53,23.54
15361,23.54,23.53,23.54
15362,23.54,23.53,23.54
15363,23.54,23.53,23.54
15364,23.54,23.53,23.54
15365,23.54,23.53,23.54
15366,23.54,23.52,23.54
15367,23.54,23.52,23.54
15368,23.54,23.53,23.54
15369,23.54,23.53,23.54
15370,23.54,23.53,23.54
15371,23.54,23.53,23.54
15372,23.54,23.52,23.54
15373,23.54,23.53,23.54
15374,23.54,23.53,23.54
15375,23.54,23.53,23.54
15376,23.54,23.53,23.54
15377,23.55,23.53,23.54
15378,23.55,23.53,23.54
15379,23.54,23.53,23.55
15380,23.54,23.53,23.54
15381,23.54,23.53,23.54
15382,23.54,23.53,23.54
15383,23.54,23.53,23.54
15384,23.54,23.52,23.54
15385,23.54,23.52,23.54
15386,23.54,23.52,23.54
15387,23.54,23.52,23.54
15388,23.54,23.52,23.54
15389,23.53,23.52,23.54
15390,23.54,23.52,23.54
15391,23.54,23.52,23.54
15392,23.54,23.53,23.54
15393,23.54,23.52,23.54
15394,23.54,23.52,23.54
15395,23.54,23.52,23.54
15396,23.54,23.52,23.54
15397,23.54,23.52,23.54
15398,23.54,23.52,23.54
15399,23.54,23.53,23.54
15400,23.54,23.52,23.54
15401,23.54,23.52,23.54
15402,23.54,23.52,23.54
15403,23.54,23.52,23.54
15404,23.54,23.53,23.54
15405,23.54,23.53,23.54
15406,23.54,23.53,23.54
15407,23.54,23.53,23.54
15408,23.54,23.53,23.54
15409,23.54,23.53,23.54
15410,23.54,23.53,23.54
15411,23.54,23.53,23.54
15412,23.54,23.53,23.54
15413,23.54,23.53,23.54
15414,23.54,23.52,23.53
15415,23.54,23.52,23.53
15416,23.54,23.52,23.53
15417,23.54,23.52,23.54
15418,23.54,23.52,23.53
15419,23.54,23.52,23.54
15420,23.54,23.53,23.54
15421,23.54,23.53,23.54
15422,23.55,23.53,23.55
15423,23.54,23.53,23.54
15424,23.54,23.53,23.54
15425,23.55,23.53,23.55
15426,23.54,23.53,23.55
15427,23.55,23.53,23.55
15428,23.54,23.53,23.55
15429,23.55,23.53,23.55
15430,23.54,23.53,23.55
15431,23.54,23.53,23.55
15432,23.55,23.53,23.55
15433,23.54,23.53,23.55
15434,23.54,23.53,23.55
15435,23.55,23.53,23.55
15436,23.55,23.53,23.55
15437,23.55,23.53,23.55
15438,23.55,23.53,23.54
15439,23.54,23.53,23.54
15440,23.54,23.53,23.54
15441,23.55,23.53,23.54
15442,23.54,23.53,23.54
15443,23.54,23.53,23.54
15444,23.54,23.52,23.54
15445,23.54,23.52,23.54
15446,23.54,23.52,23.54
15447,23.54,23.52,23.54
15448,23.54,23.52,23.53
15449,23.54,23.53,23.54
15450,23.55,23.53,23.54
15451,23.54,23.53,23.54
15452,23.54,23.53,23.54
15453,23.54,23.53,23.54
15454,23.54,23.53,23.54
15455,23.54,23.53,23.54
15456,23.54,23.53,23.54
15457,23.54,23.53,23.54
15458,23.54,23.53,23.54
15459,23.54,23.53,23.54
15460,23.54,23.53,23.54
15461,23.54,23.53,23.54
15462,23.54,23.53,23.54
15463,23.54,23.53,23.54
15464,23.54,23.53,23.54
15465,23.54,23.53,23.54
15466,23.54,23.53,23.54
15467,23.54,23.53,23.54
15468,23.54,23.53,23.54
15469,23.54,23.53,23.54
15470,23.54,23.53,23.54
15471,23.54,23.53,23.54
15472,23.54,23.53,23.54
15473,23.54,23.53,23.54
15474,23.54,23.52,23.54
15475,23.54,23.52,23.54
15476,23.53,23.52,23.53
15477,23.53,23.52,23.53
15478,23.54,23.52,23.54
15479,23.54,23.53,23.54
15480,23.54,23.53,23.54
15481,23.55,23.53,23.54
15482,23.54,23.53,23.54
15483,23.54,23.53,23.54
15484,23.54,23.53,23.54
15485,23.54,23.53,23.54
15486,23.54,23.53,23.54
15487,23.54,23.53,23.54
15488,23.54,23.53,23.54
15489,23.54,23.53,23.54
15490,23.55,23.53,23.54
15491,23.55,23.53,23.54
15492,23.54,23.53,23.54
15493,23.54,23.53,23.55
15494,23.54,23.53,23.54
15495,23.54,23.53,23.54
15496,23.54,23.53,23.54
15497,23.54,23.53,23.54
15498,23.54,23.53,23.54
15499,23.54,23.53,23.54
15500,23.54,23.53,23.54
15501,23.54,23.53,23.54
15502,23.54,23.53,23.54
15503,23.54,23.53,23.54
15504,23.54,23.52,23.54
15505,23.54,23.52,23.54
15506,23.54,23.52,23.54
15507,23.54,23.53,23.54
15508,23.54,23.53,23.53
15509,23.54,23.53,23.54
15510,23.55,23.53,23.54
15511,23.54,23.53,23.54
15512,23.54,23.53,23.54
15513,23.54,23.53,23.55
15514,23.54,23.53,23.54
15515,23.54,23.53,23.54
15516,23.54,23.53,23.54
15517,23.54,23.53,23.54
15518,23.54,23.53,23.54
15519,23.54,23.53,23.54
15520,23.54,23.53,23.54
15521,23.54,23.53,23.54
15522,23.54,23.53,23.54
15523,23.54,23.53,23.54
15524,23.54,23.53,23.54
15525,23.54,23.53,23.54
15526,23.54,23.53,23.54
15527,23.54,23.53,23.54
15528,23.54,23.53,23.54
15529,23.54,23.53,23.54
15530,23.54,23.52,23.54
15531,23.54,23.53,23.54
15532,23.54,23.53,23.54
15533,23.54,23.53,23.54
15534,23.54,23.52,23.54
15535,23.53,23.52,23.54
15536,23.54,23.52,23.54
15537,23.54,23.52,23.53
15538,23.54,23.52,23.54
15539,23.55,23.53,23.54
15540,23.54,23.53,23.55
15541,23.54,23.53,23.54
15542,23.54,23.53,23.54
15543,23.54,23.53,23.54
15544,23.54,23.53,23.54
15545,23.54,23.53,23.54
15546,23.54,23.53,23.54
15547,23.55,23.53,23.55
15548,23.55,23.53,23.55
15549,23.54,23.53,23.55
15550,23.54,23.53,23.54
15551,23.54,23.53,23.54
15552,23.54,23.53,23.54
15553,23.54,23.53,23.54
15554,23.54,23.53,23.54
15555,23.54,23.53,23.54
15556,23.54,23.53,23.54
15557,23.54,23.53,23.54
15558,23.54,23.53,23.54
15559,23.54,23.53,23.55
15560,23.54,23.53,23.54
15561,23.54,23.53,23.54
15562,23.54,23.53,23.54
15563,23.54,23.53,23.55
15564,23.54,23.52,23.54
15565,23.53,23.52,23.54
15566,23.54,23.52,23.54
15567,23.54,23.52,23.54
15568,23.54,23.53,23.54
15569,23.54,23.53,23.55
15570,23.54,23.53,23.54
15571,23.54,23.53,23.54
15572,23.54,23.53,23.54
15573,23.54,23.53,23.54
15574,23.54,23.53,23.55
15575,23.54,23.53,23.55
15576,23.54,23.53,23.54
15577,23.54,23.53,23.55
15578,23.54,23.53,23.55
15579,23.54,23.53,23.54
15580,23.54,23.53,23.55
15581,23.54,23.53,23.54
15582,23.54,23.53,23.54
15583,23.54,23.53,23.55
15584,23.54,23.53,23.54
15585,23.54,23.53,23.54
15586,23.54,23.53,23.55
15587,23.54,23.53,23.55
15588,23.54,23.53,23.54
15589,23.55,23.53,23.54
15590,23.54,23.53,23.54
15591,23.55,23.53,23.54
15592,23.54,23.53,23.55
15593,23.54,23.53,23.54
15594,23.54,23.52,23.54
15595,23.54,23.52,23.54
15596,23.53,23.52,23.54
15597,23.54,23.52,23.54
15598,23.54,23.52,23.54
15599,23.54,23.53,23.54
15600,23.54,23.53,23.54
15601,23.54,23.53,23.54
15602,23.54,23.53,23.54
15603,23.54,23.53,23.54
15604,23.54,23.53,23.54
15605,23.54,23.53,23.54
15606,23.54,23.53,23.54
15607,23.55,23.53,23.54
15608,23.55,23.53,23.54
15609,23.54,23.53,23.55
15610,23.54,23.53,23.55
15611,23.54,23.53,23.55
15612,23.54,23.53,23.54
15613,23.54,23.53,23.54
15614,23.54,23.53,23.54
15615,23.54,23.53,23.54
15616,23.54,23.53,23.54
15617,23.54,23.53,23.54
15618,23.54,23.53,23.55
15619,23.54,23.53,23.54
15620,23.54,23.53,23.54
15621,23.54,23.53,23.54
15622,23.54,23.53,23.54
15623,23.54,23.53,23.54
15624,23.54,23.52,23.54
15625,23.54,23.52,23.54
15626,23.54,23.52,23.54
15627,23.54,23.52,23.54
15628,23.54,23.52,23.54
15629,23.54,23.53,23.54
15630,23.54,23.53,23.54
15631,23.54,23.53,23.54
15632,23.54,23.53,23.54
15633,23.54,23.53,23.54
15634,23.54,23.53,23.54
15635,23.54,23.53,23.55
15636,23.54,23.53,23.55
15637,23.54,23.53,23.54
15638,23.54,23.53,23.55
15639,23.54,23.53,23.55
15640,23.54,23.53,23.54
15641,23.54,23.53,23.54
15642,23.54,23.53,23.54
15643,23.55,23.53,23.54
15644,23.54,23.53,23.55
15645,23.54,23.53,23.55
15646,23.54,23.53,23.55
15647,23.55,23.53,23.55
15648,23.54,23.53,23.55
15649,23.54,23.53,23.55
15650,23.54,23.53,23.54
15651,23.54,23.53,23.54
15652,23.54,23.53,23.54
15653,23.55,23.53,23.54
15654,23.54,23.52,23.54
15655,23.54,23.52,23.54
15656,23.54,23.52,23.54
15657,23.54,23.53,23.54
15658,23.54,23.52,23.54
15659,23.55,23.53,23.55
15660,23.54,23.53,23.55
15661,23.54,23.53,23.54
15662,23.54,23.53,23.54
15663,23.54,23.53,23.54
15664,23.54,23.53,23.54
15665,23.54,23.53,23.54
15666,23.54,23.53,23.54
15667,23.54,23.53,23.54
15668,23.54,23.53,23.54
15669,23.54,23.53,23.54
15670,23.54,23.53,23.54
15671,23.54,23.53,23.54
15672,23.54,23.53,23.54
15673,23.55,23.53,23.55
15674,23.54,23.53,23.54
15675,23.54,23.53,23.55
15676,23.54,23.53,23.54
15677,23.54,23.53,23.54
15678,23.54,23.53,23.54
15679,23.54,23.53,23.54
15680,23.54,23.53,23.54
15681,23.54,23.52,23.54
15682,23.54,23.53,23.54
15683,23.54,23.53,23.53
15684,23.54,23.52,23.54
15685,23.54,23.52,23.53
15686,23.54,23.52,23.54
15687,23.54,23.52,23.54
15688,23.54,23.52,23.54
15689,23.54,23.53,23.54
15690,23.54,23.53,23.54
15691,23.54,23.53,23.54
15692,23.54,23.53,23.54
15693,23.54,23.53,23.55
15694,23.54,23.53,23.54
15695,23.54,23.53,23.54
15696,23.54,23.53,23.54
15697,23.55,23.53,23.54
15698,23.54,23.53,23.54
15699,23.55,23.53,23.55
15700,23.54,23.53,23.54
15701,23.54,23.53,23.54
15702,23.54,23.53,23.55
15703,23.54,23.53,23.54
15704,23.54,23.53,23.54
15705,23.54,23.53,23.54
15706,23.54,23.53,23.54
15707,23.54,23.52,23.54
15708,23.54,23.53,23.54
15709,23.54,23.53,23.54
15710,23.54,23.52,23.54
15711,23.54,23.52,23.54
15712,23.54,23.52,23.54
15713,23.54,23.52,23.53
15714,23.53,23.52,23.53
15715,23.54,23.52,23.53
15716,23.54,23.52,23.53
15717,23.54,23.52,23.53
15718,23.53,23.52,23.54
15719,23.54,23.53,23.54
15720,23.54,23.52,23.54
15721,23.54,23.52,23.54
15722,23.54,23.53,23.54
15723,23.54,23.53,23.54
15724,23.54,23.53,23.54
15725,23.54,23.53,23.54
15726,23.54,23.53,23.54
15727,23.54,23.53,23.54
15728,23.54,23.53,23.54
15729,23.54,23.53,23.54
15730,23.54,23.53,23.54
15731,23.55,23.53,23.54
15732,23.54,23.53,23.54
15733,23.54,23.53,23.54
15734,23.54,23.53,23.54
15735,23.54,23.53,23.55
15736,23.54,23.53,23.54
15737,23.55,23.53,23.54
15738,23.54,23.53,23.54
15739,23.55,23.53,23.54
15740,23.54,23.53,23.54
15741,23.54,23.53,23.54
15742,23.54,23.53,23.54
15743,23.54,23.52,23.54
15744,23.53,23.52,23.54
15745,23.54,23.52,23.54
15746,23.53,23.52,23.53
15747,23.53,23.52,23.53
15748,23.53,23.52,23.53
15749,23.54,23.52,23.54
15750,23.54,23.53,23.54
15751,23.54,23.52,23.54
15752,23.54,23.53,23.54
15753,23.54,23.52,23.54
15754,23.54,23.53,23.54
15755,23.54,23.53,23.54
15756,23.54,23.53,23.54
15757,23.54,23.53,23.54
15758,23.54,23.53,23.54
15759,23.54,23.53,23.54
15760,23.54,23.53,23.54
15761,23.54,23.53,23.54
15762,23.54,23.53,23.54
15763,23.54,23.53,23.54
15764,23.54,23.53,23.54
15765,23.54,23.53,23.54
15766,23.54,23.53,23.54
15767,23.54,23.53,23.54
15768,23.54,23.53,23.54
15769,23.54,23.53,23.54
15770,23.54,23.53,23.54
15771,23.54,23.53,23.54
15772,23.54,23.53,23.54
15773,23.53,23.52,23.54
15774,23.54,23.52,23.54
15775,23.54,23.52,23.54
15776,23.54,23.52,23.54
15777,23.54,23.52,23.54
15778,23.54,23.52,23.53
15779,23.54,23.53,23.54
15780,23.54,23.53,23.54
15781,23.54,23.53,23.54
15782,23.54,23.53,23.54
15783,23.54,23.53,23.54
15784,23.54,23.53,23.54
15785,23.54,23.53,23.54
15786,23.54,23.53,23.54
15787,23.54,23.53,23.54
15788,23.54,23.53,23.54
15789,23.54,23.53,23.54
15790,23.54,23.53,23.54
15791,23.54,23.53,23.54
15792,23.54,23.53,23.54
15793,23.54,23.53,23.54
15794,23.54,23.53,23.54
15795,23.54,23.53,23.55
15796,23.54,23.53,23.55
15797,23.54,23.53,23.54
15798,23.54,23.53,23.54
15799,23.54,23.53,23.54
15800,23.55,23.53,23.54
15801,23.54,23.53,23.54
15802,23.54,23.53,23.55
15803,23.54,23.52,23.54
15804,23.54,23.52,23.54
15805,23.54,23.52,23.54
15806,23.54,23.52,23.53
15807,23.54,23.52,23.53
15808,23.54,23.52,23.53
15809,23.54,23.53,23.54
15810,23.54,23.52,23.54
15811,23.54,23.53,23.54
15812,23.54,23.53,23.54
15813,23.54,23.52,23.54
15814,23.54,23.52,23.54
15815,23.54,23.52,23.54
15816,23.54,23.52,23.54
15817,23.54,23.53,23.54
15818,23.54,23.53,23.54
15819,23.54,23.53,23.54
15820,23.54,23.52,23.54
15821,23.54,23.53,23.54
15822,23.54,23.53,23.55
15823,23.54,23.53,23.54
15824,23.54,23.53,23.54
15825,23.54,23.53,23.54
15826,23.54,23.53,23.54
15827,23.54,23.53,23.54
15828,23.54,23.53,23.54
15829,23.54,23.53,23.55
15830,23.54,23.53,23.54
15831,23.54,23.53,23.55
15832,23.54,23.53,23.55
15833,23.53,23.52,23.54
15834,23.54,23.52,23.54
15835,23.54,23.52,23.54
15836,23.54,23.52,23.54
15837,23.54,23.52,23.54
15838,23.53,23.52,23.54
15839,23.54,23.53,23.54
15840,23.54,23.53,23.54
15841,23.54,23.53,23.54
15842,23.54,23.52,23.54
15843,23.54,23.53,23.54
15844,23.54,23.52,23.54
15845,23.54,23.53,23.54
15846,23.54,23.53,23.54
15847,23.54,23.53,23.54
15848,23.54,23.53,23.54
15849,23.54,23.53,23.54
15850,23.54,23.52,23.54
15851,23.54,23.53,23.54
15852,23.54,23.53,23.54
15853,23.54,23.53,23.54
15854,23.54,23.53,23.54
15855,23.54,23.52,23.54
15856,23.54,23.53,23.54
15857,23.54,23.53,23.54
15858,23.54,23.53,23.54
15859,23.54,23.53,23.54
15860,23.54,23.53,23.54
15861,23.54,23.53,23.54
15862,23.54,23.53,23.54
15863,23.53,23.52,23.53
15864,23.53,23.52,23.54
15865,23.53,23.52,23.53
15866,23.53,23.52,23.54
15867,23.53,23.52,23.53
15868,23.53,23.52,23.54
15869,23.54,23.53,23.54
15870,23.54,23.53,23.54
15871,23.54,23.53,23.54
15872,23.54,23.53,23.54
15873,23.54,23.52,23.54
15874,23.54,23.53,23.54
15875,23.54,23.53,23.54
15876,23.54,23.52,23.54
15877,23.54,23.52,23.54
15878,23.54,23.53,23.54
15879,23.54,23.53,23.54
15880,23.54,23.53,23.54
15881,23.54,23.53,23.54
15882,23.54,23.53,23.54
15883,23.54,23.53,23.54
15884,23.54,23.53,23.54
15885,23.54,23.52,23.54
15886,23.55,23.53,23.54
15887,23.54,23.53,23.54
15888,23.55,23.53,23.54
15889,23.55,23.53,23.54
15890,23.55,23.53,23.54
15891,23.55,23.53,23.54
15892,23.54,23.53,23.54
15893,23.54,23.52,23.54
15894,23.54,23.52,23.54
15895,23.54,23.52,23.54
15896,23.54,23.52,23.54
15897,23.54,23.52,23.54
15898,23.54,23.52,23.54
15899,23.54,23.53,23.54
15900,23.54,23.53,23.54
15901,23.54,23.53,23.54
15902,23.54,23.53,23.54
15903,23.54,23.53,23.54
15904,23.54,23.53,23.54
15905,23.54,23.53,23.54
15906,23.54,23.52,23.54
15907,23.54,23.53,23.54
15908,23.54,23.53,23.54
15909,23.54,23.53,23.54
15910,23.54,23.53,23.54
15911,23.54,23.53,23.54
15912,23.54,23.53,23.54
15913,23.54,23.53,23.54
15914,23.54,23.53,23.54
15915,23.54,23.53,23.54
15916,23.54,23.52,23.54
15917,23.54,23.53,23.54
15918,23.54,23.53,23.54
15919,23.54,23.52,23.54
15920,23.54,23.52,23.54
15921,23.54,23.53,23.54
15922,23.54,23.52,23.54
15923,23.54,23.52,23.53
15924,23.54,23.52,23.53
15925,23.54,23.52,23.53
15926,23.53,23.52,23.54
15927,23.54,23.52,23.53
15928,23.54,23.53,23.54
15929,23.54,23.53,23.54
15930,23.54,23.52,23.54
15931,23.54,23.52,23.54
15932,23.54,23.52,23.54
15933,23.54,23.52,23.54
15934,23.54,23.53,23.54
15935,23.54,23.52,23.54
15936,23.54,23.52,23.54
15937,23.54,23.52,23.54
15938,23.54,23.53,23.54
15939,23.54,23.52,23.54
15940,23.54,23.52,23.54
15941,23.54,23.53,23.54
15942,23.54,23.53,23.54
15943,23.54,23.53,23.54
15944,23.54,23.52,23.54
15945,23.54,23.53,23.54
15946,23.54,23.52,23.54
15947,23.54,23.52,23.54
15948,23.54,23.52,23.54
15949,23.54,23.52,23.54
15950,23.54,23.52,23.54
15951,23.54,23.53,23.54
15952,23.54,23.52,23.54
15953,23.53,23.52,23.53
15954,23.53,23.52,23.53
15955,23.54,23.52,23.53
15956,23.54,23.52,23.53
15957,23.54,23.52,23.53
15958,23.55,23.52,23.54
15959,23.54,23.53,23.54
15960,23.54,23.53,23.54
15961,23.54,23.53,23.54
15962,23.54,23.53,23.54
15963,23.54,23.52,23.54
15964,23.54,23.52,23.54
15965,23.54,23.52,23.54
15966,23.54,23.53,23.54
15967,23.54,23.53,23.54
15968,23.54,23.52,23.54
15969,23.54,23.53,23.54
15970,23.54,23.53,23.54
15971,23.54,23.53,23.54
15972,23.54,23.52,23.54
15973,23.54,23.53,23.54
15974,23.55,23.53,23.54
15975,23.55,23.53,23.54
15976,23.55,23.53,23.54
15977,23.54,23.53,23.54
15978,23.54,23.53,23.54
15979,23.55,23.53,23.54
15980,23.55,23.53,23.54
15981,23.55,23.53,23.54
15982,23.54,23.53,23.54
15983,23.54,23.52,23.53
15984,23.53,23.52,23.54
15985,23.54,23.52,23.54
15986,23.54,23.52,23.53
15987,23.54,23.52,23.53
15988,23.54,23.53,23.54
15989,23.54,23.52,23.54
15990,23.54,23.52,23.54
15991,23.54,23.53,23.54
15992,23.54,23.53,23.54
15993,23.54,23.53,23.54
15994,23.54,23.52,23.54
15995,23.54,23.53,23.54
15996,23.54,23.52,23.54
15997,23.54,23.52,23.54
15998,23.54,23.53,23.54
15999,23.54,23.53,23.54
16000,23.54,23.52,23.54
16001,23.54,23.52,23.54
16002,23.54,23.53,23.54
16003,23.54,23.53,23.54
16004,23.54,23.53,23.54
16005,23.54,23.53,23.54
16006,23.54,23.53,23.54
16007,23.54,23.53,23.54
16008,23.54,23.53,23.54
16009,23.54,23.52,23.54
16010,23.54,23.52,23.54
16011,23.54,23.52,23.54
16012,23.54,23.53,23.54
16013,23.54,23.52,23.53
16014,23.54,23.52,23.53
16015,23.54,23.52,23.54
16016,23.54,23.52,23.53
16017,23.54,23.52,23.54
16018,23.54,23.53,23.55
16019,23.54,23.53,23.54
16020,23.54,23.53,23.54
16021,23.54,23.53,23.54
16022,23.54,23.53,23.54
16023,23.54,23.53,23.54
16024,23.54,23.53,23.54
16025,23.54,23.53,23.54
16026,23.54,23.53,23.54
16027,23.54,23.53,23.54
16028,23.55,23.53,23.54
16029,23.54,23.53,23.54
16030,23.55,23.53,23.54
16031,23.54,23.53,23.54
16032,23.54,23.53,23.54
16033,23.55,23.53,23.54
16034,23.54,23.53,23.54
16035,23.54,23.53,23.54
16036,23.54,23.53,23.54
16037,23.54,23.53,23.54
16038,23.55,23.53,23.54
16039,23.54,23.53,23.54
16040,23.54,23.53,23.54
16041,23.54,23.53,23.54
16042,23.55,23.53,23.54
16043,23.54,23.52,23.53
16044,23.54,23.52,23.54
16045,23.54,23.52,23.53
16046,23.54,23.52,23.54
16047,23.54,23.52,23.54
16048,23.54,23.53,23.54
16049,23.54,23.53,23.54
16050,23.54,23.53,23.54
16051,23.55,23.53,23.54
16052,23.54,23.53,23.54
16053,23.54,23.53,23.54
16054,23.54,23.53,23.54
16055,23.54,23.53,23.54
16056,23.55,23.53,23.54
16057,23.55,23.53,23.54
16058,23.55,23.53,23.54
16059,23.55,23.53,23.54
16060,23.55,23.53,23.54
16061,23.54,23.53,23.54
16062,23.54,23.53,23.54
16063,23.54,23.53,23.54
16064,23.54,23.52,23.54
16065,23.54,23.53,23.54
16066,23.54,23.52,23.54
16067,23.54,23.53,23.54
16068,23.54,23.53,23.54
16069,23.54,23.52,23.54
16070,23.54,23.53,23.54
16071,23.54,23.53,23.54
16072,23.54,23.52,23.54
16073,23.54,23.52,23.54
16074,23.53,23.52,23.53
16075,23.53,23.52,23.54
16076,23.53,23.52,23.53
16077,23.53,23.52,23.53
16078,23.54,23.53,23.54
16079,23.54,23.53,23.54
16080,23.54,23.52,23.54
16081,23.54,23.53,23.54
16082,23.54,23.53,23.54
16083,23.54,23.53,23.54
16084,23.54,23.53,23.54
16085,23.54,23.53,23.54
16086,23.54,23.53,23.54
16087,23.54,23.53,23.54
16088,23.54,23.53,23.54
16089,23.54,23.53,23.54
16090,23.54,23.53,23.54
16091,23.54,23.53,23.54
16092,23.54,23.53,23.54
16093,23.54,23.53,23.54
16094,23.54,23.53,23.54
16095,23.54,23.53,23.55
16096,23.55,23.53,23.54
16097,23.54,23.53,23.55
16098,23.54,23.53,23.54
16099,23.54,23.53,23.54
16100,23.54,23.53,23.54
16101,23.54,23.53,23.54
16102,23.54,23.53,23.54
16103,23.54,23.52,23.54
16104,23.54,23.52,23.54
16105,23.54,23.52,23.54
16106,23.53,23.52,23.54
16107,23.54,23.52,23.54
16108,23.54,23.53,23.54
16109,23.54,23.53,23.54
16110,23.54,23.53,23.54
16111,23.54,23.53,23.54
16112,23.54,23.53,23.54
16113,23.55,23.53,23.54
16114,23.54,23.53,23.54
16115,23.54,23.53,23.54
16116,23.55,23.53,23.54
16117,23.55,23.53,23.54
16118,23.54,23.53,23.54
16119,23.54,23.53,23.54
16120,23.54,23.53,23.54
16121,23.54,23.53,23.54
16122,23.54,23.53,23.54
16123,23.54,23.53,23.54
